token,official_count,short_count,pooled_count,official_normalized_rate,short_normalized_rate,log_odds_delta,variance,z_score,direction,short_rank,official_rank
martin,32,31,63,1.6978081826926497e-05,5.4405531814073483e-05,0.35045038408848406,0.021165174772859618,2.408882467808354,short,910,4706
maryland,80,0,80,4.2445204567316236e-05,0,-0.33213429593685539,0.018750561112966972,-2.425529653783939,official,4733,880
mass,379,99,478,0.00020108415663766069,0.00017374669837397661,-0.034579059585333027,0.0029005246008953485,-0.64205894575660238,official,2989,2626
massachusetts,78,10,88,4.1384074453133331e-05,1.755017155292693e-05,-0.16600285598489783,0.016228739133448872,-1.3030862741606291,official,3583,2034
mastectomies,31,0,31,1.644751676983504e-05,0,-0.33212791339143699,0.048387657876598558,-1.5098648555654945,official,3906,1704
master,30,20,50,1.5916951712743588e-05,3.5100343105853861e-05,0.22749662185007402,0.026786275393339165,1.3900127610363571,short,1503,4114
match,24,11,35,1.2733561370194872e-05,1.9305188708219622e-05,0.11212887087638812,0.038688844081041125,0.57006525470856395,short,2080,3533
matching,154,13,167,8.1707018792083756e-05,2.281522301880501e-05,-0.21747542578411938,0.0086713814855151096,-2.3354256372274458,official,4667,950
material,293,36,329,0.00015545556172779572,6.3180617590536954e-05,-0.17204209007489801,0.0043480042378674548,-2.6090940274571111,official,4804,812
materials,635,187,822,0.00033690881125307266,0.00032818820803973359,-0.0063986224327665653,0.0016779833591916862,-0.15620418292471483,official,2602,3014
maternal,77,47,124,4.0853509396041878e-05,8.2485806298756569e-05,0.19939217440775892,0.010823638719577868,1.9165557890406408,short,1165,4451
maternity,42,12,54,2.2283732397841024e-05,2.1060205863512314e-05,-0.01367044483833979,0.025568742926219103,-0.085492488466325137,official,2551,3065
math,39,23,62,2.0692037226566665e-05,4.036539457173194e-05,0.18855887443330666,0.021666257091743003,1.2810174065165272,short,1588,4029
mathematics,252,79,331,0.00013370239438704613,0.00013864635526812275,0.0089944921998217353,0.0041548514279719801,0.13954005833519048,short,2399,3217
matter,84,13,97,4.4567464795682047e-05,2.281522301880501e-05,-0.13699870073969755,0.014616332086724455,-1.133175686178777,official,3407,2209
matters,154,8,162,8.1707018792083756e-05,1.4040137242341545e-05,-0.25893708441480179,0.009047471034294579,-2.7222665885436315,official,4853,763
maximize,55,8,63,2.9181078140029912e-05,1.4040137242341545e-05,-0.14698515954450464,0.022559644423192315,-0.97860484826817729,official,3263,2353
maximum,474,15,489,0.00025148783706134873,2.6325257329390394e-05,-0.28650912545472096,0.0030231097852826475,-5.2108851290813236,official,5361,255
mckinney,42,25,67,2.2283732397841024e-05,4.3875428882317324e-05,0.1914693005671797,0.02004443825556718,1.3523907946577498,short,1531,4085
mckinney-vento,26,2,28,1.3794691484377777e-05,3.5100343105853862e-06,-0.22676588476993587,0.051852412953722671,-0.99584840755359016,official,3290,2325
meal,15,16,31,7.9584758563717939e-06,2.8080274484683089e-05,0.38253445003514841,0.043016287282768031,1.8443956561175796,short,1199,4416
meals,54,36,90,2.8650513082938459e-05,6.3180617590536954e-05,0.22750038958870356,0.01488151349809899,1.8649130732071015,short,1188,4427
meals-on-wheels,13,15,28,6.8973457421888885e-06,2.6325257329390394e-05,0.40865612345050906,0.047646618958529105,1.8721557100221304,short,1185,4431
meaningful,137,5,142,7.2687412821529054e-05,8.7750857764634652e-06,-0.27977158101577793,0.010387511605729162,-2.7450346832096582,official,4865,751
means,352,6,358,0.00018675890009619143,1.0530102931756157e-05,-0.30713106660022937,0.0041562646247131118,-4.7640043850750473,official,5315,301
means-tested,28,0,28,1.4855821598560682e-05,0,-0.33212752263139222,0.053571989673186944,-1.4349473872580845,official,3796,1815
measure,87,5,92,4.6159159966956405e-05,8.7750857764634652e-06,-0.25166070024589793,0.01589643164512116,-1.9960231650823652,official,4434,1182
measurement,64,35,99,3.3956163653852993e-05,6.1425600435244251e-05,0.16511964796770506,0.013598217011347953,1.415982122446622,short,1492,4123
measurements,31,0,31,1.644751676983504e-05,0,-0.33212791339143699,0.048387657876598558,-1.5098648555654945,official,3907,1705
measures,403,21,424,0.00021381771800785555,3.685536026114655e-05,-0.25875055833681948,0.0034569420423498543,-4.400836626172234,official,5279,337
meat,434,132,566,0.00023026523477769059,0.00023166226449863547,0.0014874717987130026,0.0024332259816171862,0.030154873991954722,short,2478,3138
mechanism,152,0,152,8.0645888677900851e-05,0,-0.33214367482009166,0.009868982181118896,-3.3434112846152804,official,5047,569
mechanisms,67,0,67,3.5547858825127351e-05,0,-0.33213260258435184,0.022388620811657316,-2.2197181756182234,official,4590,1022
medal,266,208,474,0.00014113030518632649,0.00036504356830088016,0.27945775677479823,0.0028181882207823031,5.2641853345920637,short,241,5375
medals,52,10,62,2.7589382968755554e-05,1.755017155292693e-05,-0.098511489024380339,0.022661379823099542,-0.6544006297412539,official,3001,2615
media,170,55,225,9.0196059705547e-05,9.6525943541098119e-05,0.016928697334103404,0.0061036352883655359,0.21668520176027578,short,2359,3257
mediation,42,16,58,2.2283732397841024e-05,2.8080274484683089e-05,0.059919635241220348,0.023514074622637899,0.39075560377018609,short,2237,3380
medicaid,1199,501,1700,0.00063614750345265206,0.00087926359480163918,0.085628982701022593,0.00079984696072134102,3.0277313316882255,short,670,4946
medical,2684,921,3605,0.0014240366132334597,0.0016163708000245702,0.032107063080769827,0.00038051536450553741,1.6459418300938324,short,1351,4265
medically,135,26,161,7.1626282707346148e-05,4.563044603761002e-05,-0.098233914717491544,0.0087265330931553756,-1.0515757960489656,official,3331,2285
medicare,3991,1974,5965,0.0021174851428519886,0.0034644038645477758,0.13496671841756847,0.00022696488887868102,8.9587486023565024,short,93,5523
medicare-dependent,25,8,33,1.3264126427286324e-05,1.4040137242341545e-05,0.014152551643674016,0.041632184316069736,0.069361767192612583,short,2446,3170
medicare-eligible,27,1,28,1.432525654146923e-05,1.7550171552926931e-06,-0.27901713621565527,0.052665137904322437,-1.2158199463805444,official,3487,2129
medicare-medicaid,1,25,26,5.3056505709145302e-07,4.3875428882317324e-05,0.99702271270548515,0.056645441277024797,4.1891177671688515,short,397,5218
medication,46,48,94,2.4405992626206838e-05,8.4240823454049258e-05,0.3752226296172072,0.014185671782667466,3.1503881781330083,short,628,4988
medications,50,23,73,2.6528252854572649e-05,4.036539457173194e-05,0.11319053810427349,0.018547309080230917,0.83113136117046282,short,1898,3718
medicine,181,90,271,9.6032275333552986e-05,0.00015795154397634236,0.13623428595922782,0.0049830336422258285,1.9299209039225702,short,1154,4462
medicines,46,16,62,2.4405992626206838e-05,2.8080274484683089e-05,0.035601806578338113,0.022080333189758668,0.23959029656355726,short,2338,3277
medigap,21,23,44,1.1141866198920512e-05,4.036539457173194e-05,0.39133582879422413,0.030310549625443998,2.2477743229337492,short,978,4639
medium-sized,45,0,45,2.3875427569115385e-05,0,-0.33212973695058068,0.033333894438756007,-1.8191341786345503,official,4280,1341
meet,630,11,641,0.00033425598596761538,1.9305188708219622e-05,-0.30656874234149889,0.0023210856271956518,-6.3632984234047418,official,5444,172
meeting,142,15,157,7.5340238106986324e-05,2.6325257329390394e-05,-0.19193782521876201,0.0091589962241317956,-2.0055644814681051,official,4439,1177
meetings,50,2,52,2.6528252854572649e-05,3.5100343105853862e-06,-0.27497111268380614,0.028323001194189928,-1.6338697633692534,official,4070,1545
meets,30,0,30,1.5916951712743588e-05,0,-0.33212778313798452,0.050000561102189471,-1.4853122665294169,official,3872,1747
member,485,21,506,0.00025732405268935469,3.685536026114655e-05,-0.27054481535411412,0.0029071761484411492,-5.017686715737784,official,5347,269
member's,23,2,25,1.2202996313103419e-05,3.5100343105853862e-06,-0.21434297401355451,0.057870931471594549,-0.89100269147407496,official,3189,2426
members,2721,81,2802,0.0014436675203458435,0.00014215638957870813,-0.28938633591158514,0.0005284836312350092,-12.588159897465623,official,5577,39
membership,101,15,116,5.358707076623675e-05,2.6325257329390394e-05,-0.14368341827378828,0.012242443838705515,-1.2985916058491362,official,3569,2047
memorial,376,367,743,0.00019949246146638632,0.00064409129599241836,0.35305707123741215,0.0017951172266147521,8.3329448383113025,short,104,5512
memorials,47,16,63,2.493655768329829e-05,2.8080274484683089e-05,0.029991563434268897,0.021749698049212497,0.20336325744315017,short,2366,3250
memory,17,9,26,9.019605970554701e-06,1.5795154397634238e-05,0.15517291414480994,0.051827803626750227,0.68160774085412645,short,2000,3616
men,71,6,77,3.7670119053493162e-05,1.0530102931756157e-05,-0.21735502389429229,0.018805510640498738,-1.5849921568413086,official,4008,1607
men's,17,13,30,9.019605970554701e-06,2.281522301880501e-05,0.27207920573867916,0.044532970801089582,1.289301586736765,short,1576,4039
mental,744,402,1146,0.00039474040247604103,0.00070551689642766257,0.16148658085971856,0.0011756567266058308,4.7097317598505324,short,305,5311
mentally,92,41,133,4.8811985252413675e-05,7.195570336700041e-05,0.10398388393226909,0.010192132007922901,1.0299912015533705,short,1758,3860
mentoring,63,35,98,3.3425598596761534e-05,6.1425600435244251e-05,0.16997494231376642,0.013730538235519648,1.4505781169602292,short,1451,4165
merchandise,25,3,28,1.3264126427286324e-05,5.2650514658780786e-06,-0.17528336783289333,0.051126550146357953,-0.77520660529561014,official,3090,2524
merchant,185,87,272,9.8154535561918797e-05,0.00015268649251046429,0.11967569131575395,0.0049742602870227479,1.6968431185214834,short,1308,4308
mercury,73,47,120,3.8731249167676067e-05,8.2485806298756569e-05,0.21633767048706076,0.011169932226586772,2.0469483289162742,short,1093,4523
merge,28,0,28,1.4855821598560682e-05,0,-0.33212752263139222,0.053571989673186944,-1.4349473872580845,official,3797,1816
merger,37,39,76,1.963090711238376e-05,6.8445669056415033e-05,0.37857959872223645,0.017545770810334448,2.8580576222107532,short,727,4889
mergers,194,5,199,0.00010292962107574188,8.7750857764634652e-06,-0.29468942920631314,0.0074470511853005012,-3.4148559478150724,official,5081,535
merit,63,26,89,3.3425598596761534e-05,4.563044603761002e-05,0.082077908815474387,0.015275160658702889,0.66409986138206878,short,2009,3608
met,101,2,103,5.358707076623675e-05,3.5100343105853862e-06,-0.30314863280168325,0.014426331426160458,-2.52393206579741,official,4776,840
metabolism,32,0,32,1.6978081826926497e-05,0,-0.33212804364498894,0.046875561102620561,-1.5340245419763083,official,3949,1666
metal,33,14,47,1.7508646884017949e-05,2.4570240174097702e-05,0.089872268086157447,0.028894003729591711,0.52871525317274715,short,2125,3494
metals,25,14,39,1.3264126427286324e-05,2.4570240174097702e-05,0.17243491079295836,0.034493485633218385,0.92844601229882773,short,1821,3796
meth,3,31,34,1.5916951712743589e-06,5.4405531814073483e-05,0.924505627880567,0.042412203516436979,4.4891502457466528,short,336,5279
methamphetamine,108,73,181,5.7301026165876919e-05,0.0001281162523363666,0.23194826987494999,0.0073977766253160047,2.69674902606745,short,796,4820
methane,25,11,36,1.3264126427286324e-05,1.9305188708219622e-05,0.10029852557816454,0.037670599471732867,0.51676522781188949,short,2135,3482
methanol,29,13,42,1.5386386655652135e-05,2.281522301880501e-05,0.10567843693173451,0.032266886329578623,0.58831219587041494,short,2067,3549
method,373,3,376,0.00019790076629511196,5.2650514658780786e-06,-0.32022677133095456,0.0039741970890340081,-5.0796400204784531,official,5352,264
methodology,51,0,51,2.7058817911664101e-05,0,-0.3321305184821135,0.029412325812598318,-1.9366186031223602,official,4389,1230
methods,331,22,353,0.00017561703389727093,3.8610377416439245e-05,-0.24004222566367339,0.004129216143816926,-3.7355438310082292,official,5161,455
methyl,23,3,26,1.2202996313103419e-05,5.2650514658780786e-06,-0.16350286638518163,0.054891482987491726,-0.69786736363649349,official,3046,2570
metric,55,37,92,2.9181078140029912e-05,6.4935634745829642e-05,0.23041190040990855,0.014555220190565449,1.9098335400477437,short,1170,4446
metropolitan,122,44,166,6.4728936965157256e-05,7.722075483287849e-05,0.045173422428220533,0.0082346881181062318,0.49780518659883827,short,2157,3460
mexican,51,6,57,2.7058817911664101e-05,1.0530102931756157e-05,-0.17797725354103378,0.02513283624062173,-1.1226483694431073,official,3396,2221
mexico,475,85,560,0.00025201840211844017,0.00014917645819987891,-0.1119083366658451,0.0025171323930113197,-2.23053689579082,official,4600,1016
mia,8,22,30,4.2445204567316241e-06,3.8610377416439245e-05,0.67468930053877685,0.045547119807879809,3.1613557006258,short,623,4993
michigan,80,36,116,4.2445204567316236e-05,6.3180617590536954e-05,0.10679425724665492,0.011681549307498727,0.98809266721373024,short,1781,3835
microenterprise,20,20,40,1.0611301141829059e-05,3.5100343105853861e-05,0.3610293169809502,0.033333894438802726,1.9774223652439653,short,1129,4486
mid-atlantic,28,2,30,1.4855821598560682e-05,3.5100343105853862e-06,-0.23368658812023924,0.04849194041264674,-1.0612043130292073,official,3344,2278
middle,164,151,315,8.7012669362998283e-05,0.00026500759044919664,0.33355204407875938,0.0042341665911334253,5.1260122048533487,short,261,5355
middle-aged,14,14,28,7.4279107992803412e-06,2.4570240174097702e-05,0.36102751335868177,0.047619608721593105,1.6544261607778865,short,1344,4271
middle-income,45,6,51,2.3875427569115385e-05,1.0530102931756157e-05,-0.16027689491414776,0.027961087422842774,-0.95850391581774419,official,3247,2370
midwest,19,14,33,1.0080736084737606e-05,2.4570240174097702e-05,0.25993074523514359,0.040507926079073303,1.2914798885295655,short,1569,4046
migrant,29,11,40,1.5386386655652135e-05,1.9305188708219622e-05,0.058743395161069856,0.034101157865406684,0.31810791929187882,short,2290,3326
migration,28,12,40,1.4855821598560682e-05,2.1060205863512314e-05,0.092760841544315298,0.033937212688730019,0.50353144257911964,short,2147,3468
migratory,109,50,159,5.7831591222968371e-05,8.7750857764634649e-05,0.11237792189952422,0.0085165934116050394,1.2177216843598706,short,1621,3995
mileage,51,11,62,2.7058817911664101e-05,1.9305188708219622e-05,-0.075906976100213797,0.022548748768815664,-0.50549919333279236,official,2890,2725
miles,44,6,50,2.3344862512023929e-05,1.0530102931756157e-05,-0.15692293256149625,0.028496001836321033,-0.92959643715134999,official,3220,2396
military,2027,1142,3169,0.0010754553707243751,0.0020042295913442554,0.17453240943474757,0.00042498232051955547,8.4662414967502961,short,101,5515
milk,400,83,483,0.00021222602283658119,0.00014566642388929351,-0.08372416056846177,0.0028998484880706655,-1.5547592461470836,official,3963,1653
millennium,33,39,72,1.7508646884017949e-05,6.8445669056415033e-05,0.41660566122425813,0.018533379646253824,3.0601862270146429,short,660,4956
million,48,13,61,2.5467122740389743e-05,2.281522301880501e-05,-0.026260135087868619,0.022688386549721388,-0.17433924041921928,official,2618,2998
mineral,378,95,473,0.00020055359158056922,0.00016672662975280583,-0.043275710770478426,0.0029362127149269754,-0.7986388855288693,official,3110,2506
minerals,104,57,161,5.5178765937511108e-05,0.0001000359778516835,0.16579955467043561,0.0083613020025955151,1.8132028988086502,short,1229,4387
miners,51,23,74,2.7058817911664101e-05,4.036539457173194e-05,0.10742381295700909,0.018309839463482257,0.79388627748919061,short,1924,3692
mines,90,21,111,4.775085513823077e-05,3.685536026114655e-05,-0.059482355389338437,0.012551443074696975,-0.53093496510838378,official,2902,2714
minimize,148,0,148,7.852362844953504e-05,0,-0.33214315375699854,0.010135696262760188,-3.2991230288232627,official,5037,578
minimizing,35,0,35,1.8569776998200855e-05,0,-0.33212843440627182,0.042857703960410054,-1.6043222548468057,official,4030,1586
minimum,1059,135,1194,0.00056186839545984866,0.00023692731596451356,-0.16689238593895883,0.0011968594494228162,-4.8240849508432468,official,5322,294
mining,372,157,529,0.00019737020123802051,0.00027553769338095282,0.088414868880793307,0.0025681650795491969,1.7446721921045933,short,1270,4346
minnesota,62,19,81,3.2895033539670081e-05,3.3345325950561165e-05,0.0033489712532830396,0.016993568107257766,0.025690297377757,short,2481,3133
minor,113,33,146,5.9953851451334182e-05,5.7915566124658867e-05,-0.0084194512968949198,0.009448157168824186,-0.086618415409552244,official,2554,3063
minorities,49,16,65,2.5997687797481196e-05,2.8080274484683089e-05,0.019274522530695393,0.021118169947540327,0.13263418961730089,short,2403,3213
minority,254,170,424,0.00013476352450122905,0.00029835291639975783,0.22879550362512546,0.0031589891338773411,4.0707405116286903,short,414,5202
minors,150,28,178,7.9584758563717946e-05,4.9140480348195404e-05,-0.10412160902840206,0.0079037105555101565,-1.1711846105330561,official,3436,2180
mint,361,10,371,0.00019153398561001453,1.755017155292693e-05,-0.29200055205742892,0.003991353310852503,-4.6219323668029748,official,5304,312
minting,106,0,106,5.6239896051694013e-05,0,-0.33213768269414068,0.014151504514797851,-2.7920091945810661,official,4885,729
misbranded,27,0,27,1.432525654146923e-05,0,-0.33212739237824884,0.055556116657098385,-1.4090900724452342,official,3770,1863
miscellaneous,60,62,122,3.1833903425487176e-05,0.00010881106362814697,0.37197127387835138,0.010929849228707603,3.5579702832967421,short,515,5101
misconduct,72,4,76,3.8200684110584615e-05,7.0200686211707723e-06,-0.25416998898487897,0.019257317869086403,-1.8315820157592217,official,4287,1329
misleading,51,2,53,2.7058817911664101e-05,3.5100343105853862e-06,-0.27604019012800052,0.027797763904462307,-1.6556456288874197,official,4100,1518
missile,94,67,161,4.9873115366596581e-05,0.00011758614940461042,0.24912201300271875,0.0083080946739263733,2.7331369030579689,short,774,4841
missiles,68,1,69,3.6078423882218804e-05,1.7550171552926931e-06,-0.31047080520718495,0.021585545469359087,-2.1131934413389546,official,4518,1099
missing,182,84,266,9.6562840390644446e-05,0.0001474214410445862,0.11417571387227454,0.0050898468720721388,1.6003735951864517,short,1377,4239
mission,104,34,138,5.5178765937511108e-05,5.9670583279951563e-05,0.019581158408682242,0.00994674602071185,0.19633506311994947,short,2369,3247
missions,66,15,81,3.5017293768035899e-05,2.6325257329390394e-05,-0.065063224242356554,0.017219948869127918,-0.49581498966301402,official,2872,2745
mississippi,158,72,230,8.3829279020449567e-05,0.00012636123518107391,0.11045542503886452,0.0058891390151251267,1.4393325540117012,short,1464,4152
missouri,101,22,123,5.358707076623675e-05,3.8610377416439245e-05,-0.073892681321774845,0.01136139856189655,-0.69324305635813455,official,3040,2576
misuse,120,10,130,6.3667806850974351e-05,1.755017155292693e-05,-0.21880651244623728,0.011143418267164282,-2.0727695878725707,official,4490,1126
mitigate,113,1,114,5.9953851451334182e-05,1.7550171552926931e-06,-0.31900887222521135,0.013101499637877514,-2.7870339378146718,official,4882,735
mitigation,212,115,327,0.00011247979210338803,0.00020182697285865968,0.16263955326953727,0.0041182921811682973,2.5343558544256397,short,860,4756
mobile,155,122,277,8.2237583849175216e-05,0.00021411209294570856,0.28159151171402996,0.0048216416412701349,4.0552916620452528,short,417,5199
mobility,32,32,64,1.6978081826926497e-05,5.6160548969366179e-05,0.36103292428013845,0.020833894444650617,2.5012757886006067,short,871,4745
mobilization,44,17,61,2.3344862512023929e-05,2.9835291639975781e-05,0.063773374908031144,0.022344883454149606,0.42662898086016504,short,2220,3397
model,88,17,105,4.6689725024047858e-05,2.9835291639975781e-05,-0.097649977024467205,0.013378629581046169,-0.84424078844433903,official,3147,2469
modeling,18,8,26,9.5501710276461537e-06,1.4040137242341545e-05,0.103195297945053,0.052139598534932143,0.45193509509129132,short,2196,3418
models,75,9,84,3.9792379281858973e-05,1.5795154397634238e-05,-0.17528729545219335,0.017042557462478836,-1.3427125765311692,official,3631,1985
moderate,41,2,43,2.1753167340749571e-05,3.5100343105853862e-06,-0.26313548274384679,0.034127545232088149,-1.4243833531306862,official,3788,1830
moderate-income,62,0,62,3.2895033539670081e-05,0,-0.33213195129956929,0.02419410949618379,-2.135284935436212,official,4539,1077
modern,29,14,43,1.5386386655652135e-05,2.4570240174097702e-05,0.12741070841293833,0.031433309643790382,0.71863915343476481,short,1973,3643
modernization,178,596,774,9.4440580162278635e-05,0.001045990224554445,0.72525796688238575,0.0017809084715047503,17.185877359364412,short,24,5592
modernize,309,4,313,0.00016394460264125896,7.0200686211707723e-06,-0.31305354262801721,0.0047628523377134047,-4.5361255265065203,official,5294,322
modernizing,11,18,29,5.8362156280059822e-06,3.1590308795268477e-05,0.52229777511606912,0.046277156847666777,2.4279226199057979,short,903,4712
modification,167,91,258,8.8604364534272648e-05,0.00015970656113163507,0.16402351524933145,0.0052188318458199455,2.2704893193716686,short,963,4653
modifications,101,8,109,5.358707076623675e-05,1.4040137242341545e-05,-0.22391999988253453,0.013309474428581216,-1.9409414383324359,official,4393,1223
modified,38,3,41,2.0161472169475213e-05,5.2650514658780786e-06,-0.22423857060650043,0.035386061680103144,-1.1920492567624139,official,3466,2152
modify,1285,0,1285,0.00068177609836251706,0,-0.33229133239007691,0.0011678765479307854,-9.7234535616444191,official,5544,72
modifying,35,0,35,1.8569776998200855e-05,0,-0.33212843440627182,0.042857703960410054,-1.6043222548468057,official,4031,1587
monetary,194,48,242,0.00010292962107574188,8.4240823454049258e-05,-0.046742603820989714,0.0057424149943083209,-0.61683017899854542,official,2957,2659
money,289,136,425,0.0001533333014994299,0.00023868233311980625,0.11988220446633413,0.0031836526133771441,2.1246719471232067,short,1044,4572
monitor,114,1,115,6.0484416508425642e-05,1.7550171552926931e-06,-0.31912292581683133,0.012988063002814345,-2.8001791125869269,official,4889,727
monitoring,282,122,404,0.00014961934609978973,0.00021411209294570856,0.095462725172367868,0.0033594278216088191,1.6470287142692759,short,1349,4267
monoxide,18,10,28,9.5501710276461537e-06,1.755017155292693e-05,0.16997003218623874,0.048055481010787417,0.77535553642771293,short,1935,3682
montana,166,37,203,8.8073799477181189e-05,6.4935634745829642e-05,-0.069140096458431444,0.0068772549084995154,-0.83372422388126144,official,3142,2473
montgomery,82,39,121,4.3506334681499142e-05,6.8445669056415033e-05,0.1229972639208512,0.011176669498381871,1.1634272890405837,short,1651,3965
month,168,6,174,8.9134929591364094e-05,1.0530102931756157e-05,-0.28084987950864893,0.0084800932973098635,-3.0498180239820223,official,4983,633
monthly,192,1,193,0.00010186849096155897,1.7550171552926931e-06,-0.32438644933906957,0.0077526029100422429,-3.6841638269158392,official,5142,474
months,109,0,109,5.7831591222968371e-05,0,-0.33213807347831192,0.013762029009126372,-2.8312448396119541,official,4907,712
monument,214,144,358,0.00011354092221757093,0.00025272247036214781,0.23051860655221823,0.0037408448017573564,3.7689566326325443,short,477,5139
monuments,74,11,85,3.926181422476752e-05,1.9305188708219622e-05,-0.14353760516547887,0.016706535957430494,-1.1105100446862997,official,3387,2230
moratorium,254,127,381,0.00013476352450122905,0.000222887178722172,0.13790139085362263,0.0035438682716126516,2.3164869674530806,short,939,4677
morris,13,27,40,6.8973457421888885e-06,4.7385463192902708e-05,0.59543395055945858,0.033793858768493203,3.2390279926451964,short,600,5016
mortality,75,40,115,3.9792379281858973e-05,7.0200686211707722e-05,0.15743181513470361,0.011715331920723141,1.4545049511870722,short,1449,4167
mortgage,913,310,1223,0.00048440589712449658,0.00054405531814073478,0.029329634637235813,0.0011210418917150871,0.87598310898254661,short,1865,3751
mortgages,283,10,293,0.0001501499111568812,1.755017155292693e-05,-0.281384106383193,0.0050370023035605834,-3.9647288268535936,official,5202,414
most-favored-nation,57,0,57,3.0242208254212821e-05,0,-0.33213130001736069,0.026316350581693477,-2.0473730096171781,official,4472,1145
mother,37,23,60,1.963090711238376e-05,4.036539457173194e-05,0.20515802458074184,0.022358032231548856,1.3720556285579697,short,1512,4104
mothers,82,35,117,4.3506334681499142e-05,6.1425600435244251e-05,0.091603400375182886,0.011604634119472237,0.85034638376374916,short,1880,3736
motion,29,8,37,1.5386386655652135e-05,1.4040137242341545e-05,-0.02196927777908364,0.037374298477885447,-0.11363948458181183,official,2570,3046
motor,1157,308,1465,0.00061386377105481112,0.0005405452838301494,-0.030259063208792014,0.00094596547468813873,-0.98382495763957845,official,3277,2339
motorsports,11,16,27,5.8362156280059822e-06,2.8080274484683089e-05,0.48464272178075518,0.049572164529614972,2.1767209330351802,short,1017,4599
mount,34,36,70,1.8039211941109402e-05,6.3180617590536954e-05,0.38008258219982416,0.019049907992371069,2.7537944904411518,short,767,4850
mountain,160,135,295,8.4890409134632473e-05,0.00023692731596451356,0.30454842340703969,0.0045239447600577366,4.5279091973157568,short,334,5282
mountains,48,35,83,2.5467122740389743e-05,6.1425600435244251e-05,0.25651943412238687,0.016108725173027472,2.0211087725057419,short,1107,4507
movement,115,8,123,6.1014981565517094e-05,1.4040137242341545e-05,-0.23606157808074357,0.011835829581214203,-2.1698312239043753,official,4568,1048
moving,61,14,75,3.2364468482578628e-05,2.4570240174097702e-05,-0.062997124517378822,0.018589457345326691,-0.46204829347236409,official,2840,2776
mowa,14,14,28,7.4279107992803412e-06,2.4570240174097702e-05,0.36102751335868177,0.047619608721593105,1.6544261607778865,short,1345,4272
multicandidate,71,0,71,3.7670119053493162e-05,0,-0.33213312361403702,0.021127321674407271,-2.2850197995551476,official,4641,977
multiemployer,38,19,57,2.0161472169475213e-05,3.3345325950561165e-05,0.13788299029069861,0.023684771635393294,0.89593415382673958,short,1850,3767
multifamily,135,39,174,7.1626282707346148e-05,6.8445669056415033e-05,-0.011026587086240269,0.0079316427708663994,-0.12381108765527796,official,2580,3036
multilateral,97,18,115,5.1464810537870939e-05,3.1590308795268477e-05,-0.10521872076143879,0.012236339246080185,-0.95118997156867469,official,3236,2380
multinational,25,22,47,1.3264126427286324e-05,3.8610377416439245e-05,0.31846991302285943,0.028382203619167972,1.8903636323635045,short,1178,4438
multiple,134,29,163,7.1095717650254702e-05,5.0895497503488099e-05,-0.075218421148534276,0.008575897832825816,-0.81224007633708184,official,3120,2496
multipurpose,49,2,51,2.5997687797481196e-05,3.5100343105853862e-06,-0.27386048814459585,0.028868485635130295,-1.6118231039063737,official,4046,1571
multiyear,34,14,48,1.8039211941109402e-05,2.4570240174097702e-05,0.081440046115378806,0.028324715316140465,0.48389956769489562,short,2174,3444
municipal,285,140,425,0.00015121104127106409,0.00024570240174097701,0.13260726717471805,0.0031789234038667158,2.3519457125814411,short,930,4686
municipalities,102,0,102,5.4117635823328202e-05,0,-0.33213716165002261,0.014706443470650379,-2.7388209486183515,official,4862,754
munitions,34,17,51,1.8039211941109402e-05,2.9835291639975781e-05,0.13788264958591512,0.02647114934296587,0.84746782982103608,short,1883,3731
murder,24,2,26,1.2733561370194872e-05,3.5100343105853862e-06,-0.21879745461544076,0.055714846815725444,-0.92695103760376385,official,3217,2398
musculoskeletal,46,4,50,2.4405992626206838e-05,7.0200686211707723e-06,-0.21434510814376573,0.028935746291910491,-1.2600745276254794,official,3539,2081
museum,236,163,399,0.00012521335347358289,0.00028606779631270895,0.23893965126837458,0.0033547237711155321,4.1253408993316496,short,409,5207
music,29,9,38,1.5386386655652135e-05,1.5795154397634238e-05,0.0064783876480571934,0.036202529983429051,0.034048459743501416,short,2477,3142
musical,42,6,48,2.2283732397841024e-05,1.0530102931756157e-05,-0.14980520428450106,0.029630190736036281,-0.8702813516851623,official,3175,2440
mutual,112,40,152,5.9423286394242729e-05,7.0200686211707722e-05,0.042572219805792955,0.0089967732519484929,0.44883106515206295,short,2202,3414
nafta,37,24,61,1.963090711238376e-05,4.2120411727024629e-05,0.21871260396587822,0.021969348625226832,1.4755883609582439,short,1438,4178
names,88,4,92,4.6689725024047858e-05,7.0200686211707723e-06,-0.2675950934467064,0.01597278333800075,-2.117326561459282,official,4523,1091
nanotechnology,26,24,50,1.3794691484377777e-05,4.2120411727024629e-05,0.33436201182338543,0.026671969358205396,2.0473372485020072,short,1092,4526
narcotic,77,33,110,4.0853509396041878e-05,5.7915566124658867e-05,0.092763507197281214,0.012341161697183793,0.83502434751260235,short,1894,3721
narcotics,59,50,109,3.1303338368395723e-05,8.7750857764634649e-05,0.30597738592979162,0.012242250250510987,2.7654047439823319,short,762,4854
nation,393,70,463,0.00020851206743694101,0.0001228512008704885,-0.11274668011769151,0.0030449581064185423,-2.04321045318799,official,4465,1151
nation's,698,37,735,0.00037033440984983419,6.4935634745829642e-05,-0.25759256821423371,0.0019937347500479283,-5.7689880560287365,official,5407,209
