token,official_count,short_count,pooled_count,official_normalized_rate,short_normalized_rate,log_odds_delta,variance,z_score,direction,short_rank,official_rank
mental,722,394,1116,0.00039820531841258373,0.00072154300323046153,0.16546795006628034,0.001206905461620949,4.7629635754982536,short,289,5237
mentally,91,37,128,5.0189312985519558e-05,6.7759114516566192e-05,0.078835106015407774,0.01062740001885399,0.76472650357744709,short,1900,3626
mentoring,63,35,98,3.474644745151354e-05,6.4096459677832885e-05,0.1709090117846781,0.013730561022166909,1.4585483212716448,short,1415,4110
merchandise,25,3,28,1.3788272798219658e-05,5.493982258099961e-06,-0.1743496849673285,0.051126572931603352,-0.77107713624863894,official,3035,2493
merchant,173,84,257,9.5414847763680035e-05,0.00015383150322679891,0.13006864072318791,0.0052587166605610131,1.7936294077409625,short,1200,4326
mercury,67,44,111,3.6952571099228687e-05,8.0578406452132761e-05,0.22360931344130464,0.012070174340361192,2.0353219517082985,short,1068,4458
merge,28,0,28,1.5442865534006018e-05,0,-0.33119390812154137,0.053572012458417903,-1.430913428383751,official,3734,1787
merger,37,37,74,2.0406643741365096e-05,6.7759114516566192e-05,0.36196865982799409,0.018018601918001007,2.696562089391016,short,767,4758
mergers,194,4,198,0.00010699699691418455,7.3253096774666146e-06,-0.30106151079867693,0.0075020993845775321,-3.4758724405508441,official,5016,509
merit,61,25,86,3.3643385627655964e-05,4.5783185484166341e-05,0.081057645805818979,0.015812313999495488,0.6446088610580939,short,1981,3545
met,98,2,100,5.4050029369021062e-05,3.6626548387333073e-06,-0.30134950801824978,0.014855010523047111,-2.4724869320812464,official,4691,835
metabolism,32,0,32,1.7648989181721161e-05,0,-0.3311944487094074,0.046875583887922824,-1.5297121057037018,official,3881,1644
metal,31,13,44,1.7097458269792376e-05,2.3807256451766497e-05,0.087521854959048184,0.030877776873972893,0.49807357523947787,short,2103,3423
metals,23,14,37,1.2685210974362085e-05,2.5638583871133151e-05,0.19944130106865998,0.036275093693865744,1.0471546539512206,short,1702,3826
meth,3,31,34,1.6545927357863589e-06,5.6771150000366263e-05,0.92543991937675152,0.042412226301924101,4.49368570644104,short,328,5197
methamphetamine,99,67,166,5.4601560280949844e-05,0.0001226989370975658,0.23328237143044106,0.0080660143225087487,2.5974812846285111,short,800,4726
methane,21,8,29,1.1582149150504513e-05,1.4650619354933229e-05,0.060852715607417451,0.047027610914738012,0.28061023378377176,short,2258,3269
methanol,26,11,37,1.4339803710148445e-05,2.014460161303319e-05,0.090024763413236286,0.036706933096110277,0.46988105868565605,short,2124,3404
method,369,3,372,0.00020351490650172215,5.493982258099961e-06,-0.31916607205168468,0.0040167782994472052,-5.035908003446214,official,5266,260
methodology,51,0,51,2.8128076508368104e-05,0,-0.3311970165261009,0.029412348598239272,-1.931174702006593,official,4321,1206
methods,325,21,346,0.00017924754637685557,3.8457875806699727e-05,-0.24148473557292682,0.0042156925685426748,-3.7192486819302633,official,5083,443
methyl,22,3,25,1.21336800624333e-05,5.493982258099961e-06,-0.15598766199757463,0.056991465345438898,-0.65340933830646286,official,2947,2573
metric,52,36,88,2.8679607420296889e-05,6.5927787097199531e-05,0.24060532690438663,0.015207957175078703,1.9510562825390594,short,1117,4407
metropolitan,117,43,160,6.4529116695667999e-05,7.8747079032766114e-05,0.051149013474537597,0.0085368005980540288,0.55359185677043332,short,2051,3475
mexican,50,5,55,2.7576545596439316e-05,9.1566370968332683e-06,-0.19766324503247112,0.02619106008407179,-1.2213760016465127,official,3454,2073
mexico,445,80,525,0.00024543125580830992,0.00014650619354933229,-0.11013480227405559,0.002684404404917524,-2.1256933066595285,official,4465,1061
mia,7,20,27,3.8607163835015045e-06,3.6626548387333073e-05,0.68575216242631676,0.050688944338539876,3.0458643829318803,short,642,4883
michigan,77,33,110,4.2467880218516549e-05,6.0433804839099571e-05,0.09369747237188264,0.012341184484035353,0.84343079367773743,short,1843,3683
microenterprise,20,19,39,1.1030618238575727e-05,3.4795220967966419e-05,0.34486844637077141,0.034191115743433823,1.8650772470822754,short,1158,4368
mid-atlantic,28,2,30,1.5442865534006018e-05,3.6626548387333073e-06,-0.23275293782696416,0.048491963197922976,-1.0569642248172721,official,3292,2237
middle,162,148,310,8.9348007732463391e-05,0.00027103645806626477,0.33189178084311521,0.0043026341431766707,5.0597526650680784,short,259,5267
middle-aged,14,14,28,7.7214327670030089e-06,2.5638583871133151e-05,0.36196144686223697,0.047619631506891448,1.658705559703975,short,1302,4224
middle-income,44,6,50,2.42673601248666e-05,1.0987964516199922e-05,-0.15598928899792064,0.028496024621973034,-0.92406525257218641,official,3161,2364
midwest,17,13,30,9.376025502789367e-06,2.3807256451766497e-05,0.27301310667028389,0.044532993586418761,1.293726731613845,short,1546,3980
migrant,28,10,38,1.5442865534006018e-05,1.8313274193666537e-05,0.043504028743143408,0.035985432374781891,0.22933276886777332,short,2288,3238
migration,28,12,40,1.5442865534006018e-05,2.1975929032399844e-05,0.093694670756651277,0.033937235474232635,0.50860035446934937,short,2093,3431
migratory,100,47,147,5.5153091192878632e-05,8.6072388710232728e-05,0.12043445568428623,0.0092038060888398662,1.2553563510227845,short,1565,3961
mileage,49,9,58,2.7025014684510531e-05,1.6481946774299883e-05,-0.10618174203656672,0.024271751421391596,-0.68155245791369223,official,2974,2553
miles,44,5,49,2.42673601248666e-05,9.1566370968332683e-06,-0.181662092796536,0.029271790582756873,-1.0617925366326704,official,3294,2232
military,1849,1092,2941,0.001019780656156326,0.0019998095419483859,0.19017760593131694,0.00045730727803037835,8.8931438925718052,short,93,5433
milk,398,83,481,0.00021950930294765695,0.00015200017580743226,-0.081790135039616629,0.0029112900709421393,-1.5158568325990893,official,3871,1655
millennium,31,35,66,1.7097458269792376e-05,6.4096459677832885e-05,0.40237811151203218,0.020210852347519237,2.8303623163224576,short,720,4806
million,48,13,61,2.6473483772581743e-05,2.3807256451766497e-05,-0.025326385853603028,0.022688409335603166,-0.16814005869849669,official,2563,2963
mineral,358,86,444,0.0001974480664705055,0.00015749415806553223,-0.052284336702671297,0.003134259235186173,-0.93390810757965981,official,3165,2361
minerals,100,55,155,5.5153091192878632e-05,0.00010072300806516596,0.16781220897018656,0.0086840573093419707,1.8007864483799054,short,1192,4334
miners,50,23,73,2.7576545596439316e-05,4.2120530645433034e-05,0.11412445647607328,0.018547331866374743,0.83798838822901578,short,1847,3679
mines,89,21,110,4.9086251161661981e-05,3.8457875806699727e-05,-0.056153049450070824,0.012659297321808432,-0.49907813792028777,official,2821,2705
minimize,147,0,147,8.1075044053531594e-05,0,-0.3312099913722335,0.010204665547414891,-3.2787178237914971,official,4962,564
minimizing,32,0,32,1.7648989181721161e-05,0,-0.3311944487094074,0.046875583887922824,-1.5297121057037018,official,3882,1645
minimum,1044,132,1176,0.00057579827205365291,0.00024173521935639828,-0.16713278325565728,0.0012155606074212586,-4.7937274327281694,official,5241,285
mining,362,153,515,0.00019965419011822066,0.00028019309516309803,0.089757976753121582,0.0026378408532173065,1.7476270554256397,short,1232,4294
minnesota,58,16,74,3.1988792891869606e-05,2.9301238709866458e-05,-0.021035854314295221,0.018687452585569874,-0.15388103635568437,official,2552,2974
minor,105,29,134,5.7910745752522567e-05,5.3108495161632956e-05,-0.020757471400798977,0.010319653657061268,-0.20433458835973839,official,2603,2923
minorities,46,15,61,2.537042194872417e-05,2.7469911290499805e-05,0.019862076786887783,0.02250427302497169,0.13240127353281317,short,2346,3179
minority,244,163,407,0.00013457354251062385,0.00029850636935676455,0.22912395125676532,0.0032910682606065072,3.9939446787909318,short,416,5110
minors,146,28,174,8.0523513141602805e-05,5.1277167742266302e-05,-0.098103408751464727,0.0080760789722775957,-1.0916510060113005,official,3317,2209
mint,352,10,362,0.0001941388809989328,1.8313274193666537e-05,-0.29007514119721201,0.0040893162326567367,-4.5361265705836242,official,5215,311
minting,104,0,104,5.7359214840593779e-05,0,-0.33120417959556292,0.014423660827803003,-2.7577700958792004,official,4806,720
misbranded,27,0,27,1.4891334622077231e-05,0,-0.33119377297485109,0.055556139442311518,-1.4051287926382199,official,3704,1833
miscellaneous,53,52,105,2.9231138332225674e-05,9.522902580706599e-05,0.35562400127087912,0.012699124583776495,3.15576149016628,short,604,4922
misconduct,70,4,74,3.8607163835015045e-05,7.3253096774666146e-06,-0.25115508172461709,0.019765541162926007,-1.7864366299048393,official,4178,1348
misleading,49,2,51,2.7025014684510531e-05,3.6626548387333073e-06,-0.27292694061728895,0.028868508420780876,-1.60632801736872,official,3981,1545
missile,91,63,154,5.0189312985519558e-05,0.00011537362742009919,0.24061217291484027,0.0086905115041779873,2.58104113278026,short,806,4720
missiles,61,1,62,3.3643385627655964e-05,1.8313274193666537e-06,-0.30710036770116744,0.024003681068813974,-1.9821723446796076,official,4360,1166
missing,176,78,254,9.70694404994664e-05,0.000142843538710599,0.10331803414546314,0.0053382135326174576,1.4140936211466824,short,1451,4075
mission,102,33,135,5.6256153016736209e-05,6.0433804839099571e-05,0.017861918495659879,0.01017237414905678,0.17709933913212128,short,2320,3206
missions,56,12,68,3.0885731068012036e-05,2.1975929032399844e-05,-0.076300057691280898,0.020565100026089019,-0.53205858268465422,official,2858,2668
mississippi,147,66,213,8.1075044053531594e-05,0.00012086760967819914,0.10707455828102219,0.0063625911026538454,1.3423608719147722,short,1504,4022
missouri,90,21,111,4.963778207359077e-05,3.8457875806699727e-05,-0.058548668550461258,0.012551465861508602,-0.5226004732507562,official,2845,2681
misuse,114,9,123,6.2874523959881648e-05,1.6481946774299883e-05,-0.22331253036842469,0.01179575076816777,-2.0561287169841407,official,4420,1106
mitigate,106,1,107,5.8462276664451348e-05,1.8313274193666537e-06,-0.31721775918147976,0.013954678845497705,-2.6853294200362843,official,4774,752
mitigation,206,110,316,0.00011361536785732998,0.00020144601613033192,0.15875033927850346,0.0042637106135595109,2.4312006424404231,short,869,4657
mobile,150,119,269,8.2729636789317945e-05,0.00021792796290463179,0.28512460821902152,0.0049645383829995159,4.0466464762957406,short,412,5114
mobility,32,30,62,1.7648989181721161e-05,5.493982258099961e-05,0.34045998903898678,0.021508446986486896,2.3214618666321178,short,911,4614
mobilization,44,17,61,2.42673601248666e-05,3.1132566129233112e-05,0.064707215285865871,0.022344906240050644,0.4328759341357738,short,2146,3381
model,87,17,104,4.7983189337804412e-05,3.1132566129233112e-05,-0.094529955096342988,0.013500648809921908,-0.81356476540008604,official,3073,2453
models,73,9,82,4.0261756570801403e-05,1.6481946774299883e-05,-0.17061438095167247,0.017441207792377768,-1.2918954140604355,official,3523,2004
moderate,40,2,42,2.2061236477151454e-05,3.6626548387333073e-06,-0.26057706519228141,0.03492297856887086,-1.3943780889413113,official,3675,1853
moderate-income,62,0,62,3.4194916539584752e-05,0,-0.33119850317518207,0.024194132282020834,-2.129282770545442,official,4474,1056
modern,28,14,42,1.5442865534006018e-05,2.5638583871133151e-05,0.13881600352844004,0.032143441033968191,0.7742716421520951,short,1894,3633
modernization,172,569,741,9.4863316851751247e-05,0.001042025301619626,0.72323575639946913,0.0018592331187312317,16.773085695188929,short,25,5501
modernize,297,4,301,0.00016380468084284955,7.3253096774666146e-06,-0.31136026831080166,0.0049515132782166522,-4.4248058417599907,official,5201,325
modernizing,11,18,29,6.06684003121665e-06,3.2963893548599766e-05,0.52323179486762328,0.046277179633002201,2.4322638502293508,short,867,4658
modification,156,83,239,8.6038822260890661e-05,0.00015200017580743226,0.15763900155852717,0.0056378195730336115,2.0994623413441946,short,1025,4501
modifications,99,8,107,5.4601560280949844e-05,1.4650619354933229e-05,-0.22099677368269788,0.013550605011866409,-1.8984824658842929,official,4291,1235
modified,38,3,41,2.095817465329388e-05,5.493982258099961e-06,-0.22330495135709327,0.035386084465580274,-1.1870857670701209,official,3416,2112
modify,1232,0,1232,0.00067948608349626479,0,-0.33135670551480167,0.0012181166356393827,-9.4940458877338312,official,5454,72
modifying,35,0,35,1.9303581917507522e-05,0,-0.33119485415147842,0.042857726745765795,-1.5998122380313102,official,3973,1558
monetary,186,48,234,0.00010258474961875426,8.7903716129599375e-05,-0.03639418153847096,0.00592763560973037,-0.4727061013356712,official,2800,2726
money,280,133,413,0.00015442865534006018,0.00024356654677576496,0.1235678787078065,0.0032750872594745108,2.1592063731210351,short,988,4538
monitor,107,1,108,5.9013807576380137e-05,1.8313274193666537e-06,-0.31734710165015301,0.013826058623023838,-2.6988909637434495,official,4779,748
monitoring,266,116,382,0.00014670722257305717,0.00021243398064653182,0.098682545074311179,0.0035518259817537241,1.6558252530442648,short,1306,4220
monoxide,17,9,26,9.376025502789367e-06,1.6481946774299883e-05,0.15610674350869758,0.051827826411988853,0.68570950009021792,short,1958,3565
montana,148,29,177,8.1626574965460382e-05,5.3108495161632956e-05,-0.09399894544543308,0.0079318759324957973,-1.0554435862691245,official,3287,2239
montgomery,80,39,119,4.4122472954302907e-05,7.1421769355299499e-05,0.13125395439354648,0.011354823462798737,1.2317489574768292,short,1579,3947
month,168,6,174,9.2657193204036107e-05,1.0987964516199922e-05,-0.27991684281751716,0.0084801160851724535,-3.0396818645741983,official,4904,622
monthly,192,1,193,0.00010589393509032697,1.8313274193666537e-06,-0.32345361958854824,0.0077526256982195126,-3.6735639728922176,official,5066,460
months,106,0,106,5.8462276664451348e-05,0,-0.33120444990619369,0.014151527301419267,-2.7841620301307564,official,4818,710
monument,189,129,318,0.00010423934235454062,0.00023624123709829834,0.23603699688511526,0.0042101070156458807,3.6377555572850371,short,490,5036
monuments,67,10,77,3.6952571099228687e-05,1.8313274193666537e-05,-0.14195269181980663,0.018439281217042764,-1.0453738655339224,official,3283,2243
moratorium,248,127,375,0.00013677966615833901,0.00023257858225956502,0.14603413514638675,0.0035977522848410657,2.4346624305116169,short,866,4660
morris,13,27,40,7.1699018550742223e-06,4.9445840322899649e-05,0.59636812155487462,0.033793881554068018,3.2441085809978634,short,586,4940
mortality,72,40,112,3.9710225658872614e-05,7.3253096774666146e-05,0.1709100392690388,0.012014313886151423,1.5592583803944662,short,1355,4171
mortgage,888,303,1191,0.00048975944979276227,0.00055489220806809604,0.031543102139249157,0.0011509287008756694,0.92977998294530639,short,1783,3743
mortgages,279,10,289,0.00015387712442813139,1.8313274193666537e-05,-0.27975401050164983,0.0051056289341489492,-3.9151796726450074,official,5121,405
most-favored-nation,54,0,54,2.9782669244154463e-05,0,-0.33119742197451529,0.02777836167083482,-1.9871636467178257,official,4366,1160
mother,37,23,60,2.0406643741365096e-05,4.2120530645433034e-05,0.20609200656747362,0.022358055017460944,1.3783012100017145,short,1474,4052
mothers,82,34,116,4.5225534778160477e-05,6.2265132258466224e-05,0.08432949538683232,0.011717755626773747,0.77903556231974169,short,1891,3635
motion,29,8,37,1.5994396445934803e-05,1.4650619354933229e-05,-0.021035525028239022,0.037374321263315337,-0.10880947100196493,official,2515,3009
motor,1104,294,1398,0.0006088901267693801,0.00053841026129379619,-0.029239374508295057,0.00099128102910569864,-0.92868767203018021,official,3163,2363
motorsports,11,16,27,6.06684003121665e-06,2.9301238709866458e-05,0.48557670574817813,0.049572187314905106,2.180915320881482,short,979,4545
mount,30,31,61,1.6545927357863591e-05,5.6771150000366263e-05,0.37289598383216394,0.021859160102985119,2.5221503404307826,short,834,4692
mountain,153,128,281,8.438422952510431e-05,0.00023440990967893167,0.30266444428492356,0.0047497191943513756,4.3916471340026417,short,344,5182
mountains,45,32,77,2.4818891036795385e-05,5.8602477419732917e-05,0.24929217239103885,0.017371617138458854,1.8914223543638138,short,1144,4382
movement,111,8,119,6.1219931224095283e-05,1.4650619354933229e-05,-0.23194657757303361,0.012222425743703197,-2.0980182664546567,official,4450,1076
moving,57,14,71,3.1437261979940824e-05,2.5638583871133151e-05,-0.047423371839482087,0.019577789780231912,-0.33893045838739894,official,2697,2829
mowa,14,14,28,7.7214327670030089e-06,2.5638583871133151e-05,0.36196144686223697,0.047619631506891448,1.658705559703975,short,1303,4225
multicandidate,70,0,70,3.8607163835015045e-05,0,-0.33119958438297559,0.021429155325362513,-2.2624930653387847,official,4561,967
multiemployer,31,17,48,1.7097458269792376e-05,3.1132566129233112e-05,0.16689991307685759,0.028043427125411052,0.99664517170611089,short,1733,3794
multifamily,130,37,167,7.169901855074222e-05,6.7759114516566192e-05,-0.013656053932161072,0.0082695480730053186,-0.15017039917141556,official,2543,2983
multilateral,96,17,113,5.2946967545163486e-05,3.1132566129233112e-05,-0.11284809052131628,0.012477580595387196,-1.0102503812193049,official,3240,2286
multinational,22,19,41,1.21336800624333e-05,3.4795220967966419e-05,0.31317244527334864,0.03254026643086539,1.7360930202993992,short,1245,4280
multiple,125,29,154,6.8941363991098292e-05,5.3108495161632956e-05,-0.059772452313755053,0.0090492941831636746,-0.62833857209445587,official,2922,2604
multipurpose,48,2,50,2.6473483772581743e-05,3.6626548387333073e-06,-0.27177229312168194,0.029435434755667907,-1.584053886952234,official,3953,1573
multiyear,33,13,46,1.8200520093649949e-05,2.3807256451766497e-05,0.070048021808300831,0.029607964282457655,0.40709109368106899,short,2166,3361
municipal,278,138,416,0.0001533255935162026,0.00025272318387259819,0.13667414284623192,0.0032465603278031573,2.3986927373705087,short,878,4648
municipalities,100,0,100,5.5153091192878632e-05,0,-0.33120363897563898,0.015000583903792537,-2.7042137553009202,official,4783,744
munitions,33,17,50,1.8200520093649949e-05,3.1132566129233112e-05,0.14781223695238133,0.026974149798573849,0.89998756117418666,short,1805,3721
murder,23,2,25,1.2685210974362085e-05,3.6626548387333073e-06,-0.21340929925272434,0.057870954256781661,-0.8871213225527651,official,3128,2397
musculoskeletal,43,3,46,2.3715829212937812e-05,5.493982258099961e-06,-0.23486348016869307,0.031644702212859047,-1.3202767799815973,official,3553,1972
museum,216,153,369,0.00011913067697661785,0.00028019309516309803,0.24805226917855983,0.0036256944975831258,4.1195293423204777,short,400,5126
music,29,9,38,1.5994396445934803e-05,1.6481946774299883e-05,0.0074121582908670547,0.036202552768881582,0.038956065531920332,short,2418,3111
musical,42,6,48,2.3164298301009027e-05,1.0987964516199922e-05,-0.14887155093369486,0.029630213521652633,-0.86485703468717556,official,3112,2414
mutual,108,38,146,5.9565338488308925e-05,6.9590441935932839e-05,0.039561003734245759,0.0093723743995593415,0.4086415165641536,short,2164,3362
nafta,37,24,61,2.0406643741365096e-05,4.3951858064799688e-05,0.21964660384513479,0.021969371411161558,1.4818890096117068,short,1404,4122
names,85,4,89,4.6880127513946835e-05,7.3253096774666146e-06,-0.26450844217596803,0.016500398510294084,-2.0591705630212798,official,4427,1100
nanotechnology,26,24,50,1.4339803710148445e-05,4.3951858064799688e-05,0.33529606552947477,0.026671992143944032,2.053055690357271,short,1060,4467
narcotic,76,33,109,4.1916349306587761e-05,6.0433804839099571e-05,0.09743282663761299,0.012448242834439439,0.87327550034445467,short,1826,3700
narcotics,55,49,104,3.0334200156083247e-05,8.9735043548966036e-05,0.32350533154144046,0.012825839796235925,2.8565283391610077,short,711,4815
nation,378,69,447,0.00020847868470908124,0.0001263615919362991,-0.10733968957672602,0.0031506896972462138,-1.9123065764397218,official,4307,1219
nation's,676,37,713,0.00037283489646385958,6.7759114516566192e-05,-0.25438385564893196,0.0020538597870933721,-5.6131177091279207,official,5317,209
national,12724,6567,19291,0.0070176793233818775,0.012026327162980814,0.14961008704745904,7.0496934455498993e-05,17.818689476762458,short,22,5504
nationality,898,36,934,0.00049527475891205015,6.5927787097199531e-05,-0.27401566236059249,0.0015773634641360755,-6.8993709952984323,official,5388,138
nationally,85,6,91,4.6880127513946835e-05,1.0987964516199922e-05,-0.23382475515089318,0.015991680434391947,-1.8490277836505544,official,4240,1286
nationals,296,5,301,0.00016325314993092076,9.1566370968332683e-06,-0.30641271845682105,0.0049435996832679968,-4.357979068502658,official,5191,335
nations,364,95,459,0.00020075725194207823,0.0001739761048398321,-0.033841020981316916,0.003020704973689971,-0.61572856491189421,official,2911,2615
nationwide,196,24,220,0.00010810005873804212,4.3951858064799688e-05,-0.17157569837547904,0.0065027907428489209,-2.1276779160172747,official,4466,1060
native,536,357,893,0.00029562056879382949,0.00065378388871389535,0.22821350485510195,0.0015003741737124291,5.8917125623895599,short,189,5337
natives,37,3,40,2.0406643741365096e-05,5.493982258099961e-06,-0.22065190382101996,0.036243410830474262,-1.1590259187480021,official,3384,2145
nato,26,21,47,1.4339803710148445e-05,3.8457875806699727e-05,0.29101123039123777,0.028405096382632652,1.7266790333771964,short,1256,4270
natural,1397,443,1840,0.00077048868396451453,0.00081127804677942757,0.012810451683544777,0.00074753250594083434,0.46854294353330922,short,2125,3401
naturalization,143,45,188,7.8868920405816441e-05,8.2409733871499421e-05,0.010878002379884677,0.0073135774568939913,0.1271991522462734,short,2351,3175
nature,52,9,61,2.8679607420296889e-05,1.6481946774299883e-05,-0.11693850907305858,0.023135855703078179,-0.76880246821278908,official,3028,2497
navajo,37,14,51,2.0406643741365096e-05,2.5638583871133151e-05,0.059008793950253491,0.026748835641463166,0.36079814607704314,short,2202,3323
naval,138,46,184,7.6111265846172513e-05,8.4241061290866068e-05,0.025486812111525481,0.0074540000752737392,0.29520303687815963,short,2237,3289
navigable,29,2,31,1.5994396445934803e-05,3.6626548387333073e-06,-0.23588296598244796,0.046970280857508484,-1.0883911491523643,official,3311,2214
navigation,84,52,136,4.6328596602018054e-05,9.522902580706599e-05,0.20478345593509673,0.0098651873969933558,2.0617794098205811,short,1056,4470
navy,59,8,67,3.2540323803798394e-05,1.4650619354933229e-05,-0.15684112061375899,0.021270425166420505,-1.0754045042658358,official,3305,2221
nazi,40,15,55,2.2061236477151454e-05,2.7469911290499805e-05,0.056576732290777088,0.02481261396939393,0.35917127867275861,short,2204,3321
near,108,1,109,5.9565338488308925e-05,1.8313274193666537e-06,-0.3174740786551471,0.013699787927738712,-2.7123850958277647,official,4785,742
nebraska,41,7,48,2.2612767389080238e-05,1.2819291935566576e-05,-0.11934852777531901,0.029418357130081996,-0.69583754519122543,official,2991,2539
necessary,553,20,573,0.00030499659429661884,3.6626548387333073e-05,-0.27934112847637849,0.0025750241233757128,-5.504834064253056,official,5307,219
necessity,39,3,42,2.1509705565222665e-05,5.493982258099961e-06,-0.22583353285799923,0.034568485125007556,-1.2146418890998463,official,3447,2080
need,387,27,414,0.00021344246291644031,4.9445840322899649e-05,-0.23489920671601006,0.0035165971255647966,-3.9611404526022063,official,5134,392
needed,300,17,317,0.00016545927357863589,3.1132566129233112e-05,-0.25180389331366904,0.0046153414744769241,-3.7064702741881987,official,5079,447
needle,6,19,25,3.3091854715727179e-06,3.4795220967966419e-05,0.71216720116176369,0.05498592113085065,3.0370798889353132,short,645,4880
needs,739,89,828,0.00040758134391537308,0.00016298814032363217,-0.17391366787982321,0.0017292587132476842,-4.1821897013408451,official,5166,360
needy,219,5,224,0.0001207852697124042,9.1566370968332683e-06,-0.29791806528802134,0.0066247325032282728,-3.6602661502543841,official,5061,465
neglect,98,11,109,5.4050029369021062e-05,2.014460161303319e-05,-0.18327830232783526,0.013164835114293885,-1.5973619731089315,official,3961,1565
negligence,30,1,31,1.6545927357863591e-05,1.8313274193666537e-06,-0.28318451048819249,0.0476440265107013,-1.2973742263751389,official,3532,1993
negotiate,60,0,60,3.3091854715727182e-05,0,-0.33119823287434791,0.025000583894457303,-2.0946570847811805,official,4447,1080
negotiated,41,6,47,2.2612767389080238e-05,1.0987964516199922e-05,-0.1450906929462743,0.03023214478372788,-0.83445913913927805,official,3088,2438
negotiating,60,9,69,3.3091854715727182e-05,1.6481946774299883e-05,-0.14115059127225393,0.020573034702115973,-0.98408706271834179,official,3212,2315
negotiation,123,34,157,6.7838302167240715e-05,6.2265132258466224e-05,-0.020560484323841166,0.0088076145848405354,-0.21908073522484142,official,2610,2916
negotiations,103,36,139,5.680768392866499e-05,6.5927787097199531e-05,0.037807539134661283,0.0098471010343364924,0.38099933126716795,short,2186,3340
neighbor,3,32,35,1.6545927357863589e-06,5.8602477419732917e-05,0.92907747054023204,0.041241746498588666,4.5749189523214424,short,316,5210
neighborhood,127,109,236,7.0044425814955869e-05,0.00019961468871096527,0.31113039161009404,0.0056539556034654274,4.1377689720688196,short,394,5132
neighborhoods,85,33,118,4.6880127513946835e-05,6.0433804839099571e-05,0.066034235550777254,0.011549208840683394,0.6144591804274655,short,2005,3521
nelson,15,12,27,8.2729636789317955e-06,2.1975929032399844e-05,0.28785244207683647,0.049451133338037835,1.2944396089710888,short,1543,3983
net,174,91,265,9.5966378675608823e-05,0.00016665079516236549,0.15240569631305689,0.0050874770399219433,2.1367315781335101,short,1006,4520
network,237,103,340,0.00013071282612712236,0.00018862672419476533,0.097698752957489532,0.0039910225622464121,1.5464893333161458,short,1366,4160
networking,15,15,30,8.2729636789317955e-06,2.7469911290499805e-05,0.36196176046339978,0.044445028332816057,1.7169241054247557,short,1260,4265
networks,97,13,110,5.3498498457092274e-05,2.3807256451766497e-05,-0.15858465707699487,0.012961583082129023,-1.3929391454209599,official,3671,1855
neutral,20,9,29,1.1030618238575727e-05,1.6481946774299883e-05,0.10772425389484042,0.046724536626762347,0.49835749394842821,short,2101,3427
neutrality,53,31,84,2.9231138332225674e-05,5.6771150000366263e-05,0.18691500751245727,0.015995506148856312,1.4779004418607558,short,1405,4121
nevada,274,74,348,0.00015111946986848745,0.00013551822903313238,-0.025981545591085009,0.0039779692544414519,-0.41194029128686505,official,2747,2779
new,2603,476,3079,0.0014356349637506308,0.00087171185161852717,-0.10712952266973019,0.00045787294936085952,-5.0065283130257692,official,5262,264
newborn,44,26,70,2.42673601248666e-05,4.7614512903532995e-05,0.19011252058751005,0.019189180389606111,1.3724056811793752,short,1479,4047
newborns,24,13,37,1.3236741886290871e-05,2.3807256451766497e-05,0.16310878793135686,0.036394026512833959,0.85499250353886069,short,1835,3691
newly,95,0,95,5.2395436633234704e-05,0,-0.33120296320323739,0.015790057586836142,-2.6357387209170358,official,4752,772
news,43,15,58,2.3715829212937812e-05,2.7469911290499805e-05,0.037296900709844039,0.023600204130902292,0.24278109433955863,short,2284,3243
newsprint,25,8,33,1.3788272798219658e-05,1.4650619354933229e-05,0.015086323968382942,0.041632207101428328,0.073938172485181239,short,2388,3141
nicotine,20,11,31,1.1030618238575727e-05,2.014460161303319e-05,0.16780327532499051,0.043417950835139552,0.80531496994063556,short,1864,3660
ninth,35,29,64,1.9303581917507522e-05,5.3108495161632956e-05,0.29944498309414769,0.020854282170213997,2.073573426274482,short,1044,4481
nitrogen,37,9,46,2.0406643741365096e-05,1.6481946774299883e-05,-0.049551327761969688,0.03023059484464188,-0.28499152795937804,official,2658,2868
no-fault,23,22,45,1.2685210974362085e-05,4.028920322606638e-05,0.34714873475834374,0.029631839379568998,2.0166767030392374,short,1080,4445
node,26,0,26,1.4339803710148445e-05,0,-0.33119363782827449,0.057692891578830292,-1.3788620927062918,official,3660,1881
noise,132,90,222,7.2802080374599797e-05,0.00016481946774299884,0.23568588070229701,0.0060305708999512497,3.0349696472098988,short,647,4879
nominal,43,0,43,2.3715829212937812e-05,0,-0.33119593533522895,0.034884304820722481,-1.7732499726578297,official,4166,1363
nominating,26,1,27,1.4339803710148445e-05,1.8313274193666537e-06,-0.27613341190503782,0.054582794129404595,-1.1819281522976162,official,3407,2116
nomination,37,4,41,2.0406643741365096e-05,7.3253096774666146e-06,-0.18809248583736959,0.035043318933002353,-1.0047750225797416,official,3226,2301
non-department,44,0,44,2.42673601248666e-05,0,-0.33119607048369737,0.034091492981632388,-1.7937510362478384,official,4186,1338
non-discrimination,3,66,69,1.6545927357863589e-06,0.00012086760967819914,0.9905949280564581,0.021296880196882577,6.7879417390285939,short,146,5380
non-federal,194,4,198,0.00010699699691418455,7.3253096774666146e-06,-0.30106151079867693,0.0075020993845775321,-3.4758724405508441,official,5017,510
non-profit,33,0,33,1.8200520093649949e-05,0,-0.33119458385665368,0.045455129342701649,-1.5534303183962435,official,3915,1620
